country,year,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
Nigeria,2010,5942.529,5736.879,5534.955,5337.163,5143.915,4955.617,4772.679,4595.507,4424.512,4260.1,4101.872,3949.424,3807.216,3677.275,3557.581,3443.323,3334.552,3233.467,3140.383,3053.823,2971.261,2892.315,2816.473,2742.928,2670.988,2601.022,2533.258,2461.986,2384.486,2302.995,2222.928,2143.761,2063.699,1982.571,1901.266,1821.228,1742.633,1666.125,1592.328,1521.47,1452.539,1384.992,1324.329,1272.954,1228.23,1185.022,1144.239,1103.655,1061.606,1019.037,978.749,940.409,901.956,862.716,823.454,785.212,747.303,712.568,682.371,655.141,627.997,601.591,573.808,543.324,511.125,479.757,448.995,417.563,385.169,352.406,320.297,288.816,258.485,229.73,202.51,176.361,151.374,128.53,108.269,90.296,73.721,58.547,45.635,35.273,27.028,20.026,14.26,9.766,6.417,4.042,2.356,1.732,1.319,0.875,0.4,0.144,0.115,0.085,0.054,0.021,0.009
Nigeria,2011,6081.265,5877.563,5677.041,5480.728,5288.821,5101.514,4919.293,4742.641,4570.316,4401.943,4238.579,4081.369,3929.737,3787.744,3657.417,3536.922,3421.619,3311.501,3209.495,3116.291,3030.132,2947.834,2869.143,2793.586,2720.309,2648.646,2579.026,2511.656,2440.832,2363.842,2282.901,2203.396,2124.804,2045.294,1964.678,1883.852,1804.28,1726.125,1650.046,1576.67,1506.21,1437.636,1370.416,1309.978,1258.686,1213.939,1170.673,1129.78,1089.066,1046.886,1004.17,963.68,925.088,886.344,846.773,807.137,768.496,730.185,694.927,664.036,636.007,608.103,580.965,552.495,521.399,488.676,456.858,425.734,394.104,361.72,329.158,297.363,266.29,236.642,208.913,182.974,158.171,134.589,113.274,94.67,78.418,63.565,50.117,38.77,29.71,22.557,16.564,11.806,8.117,5.336,3.326,1.919,1.412,1.075,0.713,0.324,0.118,0.087,0.055,0.021,0.008
Nigeria,2012,6229.791,6017.443,5813.988,5618.544,5427.793,5241.721,5060.31,4884.119,4713.707,4546.188,4380.396,4218.039,4061.811,3910.961,3769.15,3638.408,3517.087,3400.712,3289.222,3186.274,3092.929,3007.151,2925.098,2846.643,2771.352,2698.328,2626.925,2557.635,2490.644,2420.251,2343.753,2263.343,2184.38,2106.345,2027.371,1947.247,1866.88,1787.756,1710.024,1634.354,1561.383,1491.305,1423.071,1356.165,1295.936,1244.716,1199.936,1156.601,1115.59,1074.735,1032.416,989.545,948.844,909.991,870.946,831.035,791.017,751.968,713.249,677.46,645.866,617.035,588.362,560.487,531.325,499.611,466.355,434.08,402.588,370.755,338.373,306.004,274.513,243.844,214.872,188.16,163.495,140.031,117.846,98.056,81.102,66.566,53.43,41.707,31.918,24.156,18.096,13.109,9.358,6.471,4.257,2.611,1.481,1.093,0.832,0.551,0.249,0.09,0.057,0.021,0.008
Nigeria,2013,6380.449,6160.771,5948.998,5751.771,5561.359,5376.125,5195.843,5020.284,4850.081,4685.869,4523.113,4359.864,4198.479,4043.197,3893.092,3751.43,3620.242,3498.067,3380.594,3267.708,3163.793,3070.286,2984.87,2903.043,2824.805,2749.765,2676.974,2605.815,2536.841,2470.211,2400.234,2324.209,2244.312,2165.875,2088.376,2009.92,1930.272,1850.344,1771.65,1694.321,1619.045,1546.461,1476.747,1408.84,1342.231,1282.198,1231.037,1186.214,1142.801,1101.661,1060.658,1018.189,975.152,934.229,895.108,855.754,815.493,775.083,735.619,696.482,660.154,627.852,598.21,568.763,540.145,510.285,477.945,444.149,411.411,379.542,347.498,315.111,282.929,251.734,221.461,193.157,167.456,144.061,121.929,101.137,82.867,67.558,54.734,43.311,33.309,25.075,18.61,13.64,9.658,6.913,4.828,3.179,1.898,1.045,0.774,0.588,0.388,0.174,0.059,0.022,0.006
Nigeria,2014,6523.044,6299.373,6085.129,5879.739,5691.356,5505.916,5326.142,5151.593,4981.832,4817.565,4659.502,4501.461,4340.703,4180.238,4025.853,3876.446,3734.889,3603.215,3480.147,3361.539,3247.22,3142.306,3048.607,2963.525,2881.899,2803.855,2729.04,2656.461,2585.524,2516.842,2450.554,2380.97,2305.395,2225.985,2148.048,2071.064,1993.1,1913.9,1834.388,1756.098,1679.15,1604.243,1532.023,1462.653,1395.05,1328.717,1268.862,1217.744,1172.862,1129.357,1088.077,1046.911,1004.28,961.062,919.908,880.504,840.829,800.207,759.391,719.498,679.931,643.052,610.032,579.571,549.339,519.969,489.401,456.425,422.078,388.867,356.611,324.345,291.944,259.937,229.031,199.143,171.499,146.802,124.667,103.861,84.457,67.699,54.032,42.917,33.205,24.92,18.239,13.069,9.187,6.208,4.469,3.185,2.101,1.184,0.607,0.456,0.345,0.226,0.099,0.023,0.007
Nigeria,2015,6650.392,6429.319,6217.661,6014.766,5819.981,5632.653,5452.133,5277.767,5108.905,4944.891,4786.514,4634.557,4481.185,4322.872,4163.277,4009.741,3860.988,3719.492,3587.29,3463.29,3343.51,3227.722,3121.775,3027.854,2943.08,2861.629,2783.755,2709.144,2636.754,2566.016,2497.607,2431.639,2362.428,2287.279,2208.333,2130.873,2054.378,1976.883,1898.109,1818.987,1741.078,1664.486,1589.926,1518.049,1448.999,1381.681,1315.603,1255.907,1204.816,1159.864,1116.253,1074.819,1033.479,990.67,947.26,905.86,866.161,826.152,785.155,743.922,703.587,663.577,626.137,592.385,561.095,530.071,499.938,468.651,435.029,400.119,366.424,333.772,301.274,268.847,237.007,206.379,176.868,149.875,126.176,105.297,85.811,67.788,52.541,40.512,31.103,23.1,16.531,11.403,7.527,4.734,2.759,2.024,1.543,1.024,0.47,0.171,0.137,0.102,0.064,0.024,0.009
Nigeria,2016,6747.906,6577.782,6368.303,6166.089,5970.727,5781.802,5598.73,5420.926,5248.826,5082.359,4920.599,4763.589,4612.397,4459.205,4300.466,4140.038,3985.456,3835.373,3693.027,3560.845,3437.428,3318.094,3202.747,3097.237,3003.676,2919.224,2838.166,2760.728,2686.564,2614.621,2544.329,2476.375,2410.868,2342.103,2267.376,2188.834,2111.768,2035.649,1958.538,1880.172,1801.464,1723.932,1647.685,1573.422,1501.784,1432.915,1365.736,1299.754,1240.069,1188.885,1143.752,1099.919,1058.219,1016.542,973.316,929.427,887.515,847.272,806.706,765.159,723.375,682.498,641.986,603.969,569.524,537.496,505.834,475.158,443.465,409.614,374.66,341.035,308.549,276.593,245.206,214.769,185.612,157.646,132.368,110.55,91.647,74.149,58.136,44.696,34.152,25.976,19.112,13.688,9.477,6.258,3.896,2.249,1.653,1.259,0.836,0.383,0.144,0.106,0.067,0.026,0.012
Nigeria,2017,6832.444,6640.278,6509.333,6311.305,6118.402,5930.445,5747.257,5568.321,5393.12,5223.179,5059.001,4899.389,4743.648,4593.128,4440.021,4280.756,4119.396,3963.674,3812.168,3668.884,3536.64,3413.729,3294.766,3179.789,3074.65,2981.389,2897.205,2816.489,2739.442,2665.678,2594.135,2524.245,2456.702,2391.616,2323.254,2248.903,2170.715,2093.995,2018.202,1941.428,1863.423,1785.078,1707.875,1631.924,1557.912,1486.468,1417.737,1350.654,1284.729,1225.017,1173.709,1128.367,1084.284,1042.293,1000.252,956.583,912.19,869.74,828.926,787.78,745.656,703.297,661.854,620.813,582.197,547.036,514.253,481.933,450.698,418.577,384.478,349.455,315.882,283.542,252.108,221.737,192.684,164.98,138.542,114.959,95.008,78.066,62.545,48.528,36.886,27.819,20.869,15.141,10.857,7.557,4.992,3.062,1.741,1.283,0.977,0.648,0.295,0.113,0.071,0.029,0.017
Nigeria,2018,6911.472,6739.082,6566.465,6443.412,6256.761,6073.092,5892.467,5714.946,5540.078,5367.412,5199.562,5037.611,4880.086,4725.553,4575.646,4422.563,4262.712,4100.357,3943.433,3790.446,3646.167,3513.809,3391.359,3272.72,3158.067,3053.256,2960.261,2876.314,2795.908,2719.219,2645.826,2574.658,2505.142,2437.985,2373.293,2305.308,2231.303,2153.44,2077.036,2001.54,1925.073,1847.397,1769.385,1692.481,1616.797,1543.009,1471.731,1403.111,1336.098,1270.202,1210.441,1158.988,1113.421,1069.071,1026.772,984.351,940.221,895.306,852.303,810.903,769.159,726.443,683.493,641.465,599.881,560.65,524.761,491.208,458.219,426.41,393.852,359.488,324.385,290.85,258.643,227.717,198.353,170.673,144.41,119.488,97.593,79.501,64.515,50.963,38.939,29.091,21.497,15.77,11.174,8.029,5.64,3.729,2.23,1.233,0.914,0.695,0.46,0.209,0.075,0.031,0.021
Nigeria,2019,6995.903,6839.212,6679.337,6516.78,6378.132,6202.844,6028.398,5855.091,5683.221,5512.404,5342.256,5176.481,5016.74,4861.287,4707.947,4558.637,4405.564,4245.108,4081.74,3923.597,3769.111,3623.822,3491.337,3369.333,3251.006,3136.665,3032.174,2939.433,2855.714,2775.61,2699.273,2626.243,2555.442,2486.293,2419.515,2355.211,2287.596,2213.93,2136.382,2060.287,1985.08,1908.912,1831.558,1753.871,1677.257,1601.833,1528.259,1457.14,1388.623,1321.673,1255.8,1195.984,1144.381,1098.583,1053.961,1011.35,968.545,923.949,878.506,834.945,792.954,750.608,707.295,663.748,621.132,579,539.15,502.527,468.202,434.54,402.154,369.152,334.522,299.334,265.833,233.756,203.337,174.976,148.666,123.843,100.435,80.228,63.993,50.963,39.38,29.347,21.294,15.173,10.67,7.206,5.2,3.723,2.466,1.396,0.725,0.544,0.411,0.272,0.123,0.033,0.026
Nigeria,2020,7093.94,6944.558,6791.2,6634.401,6474.696,6312.62,6148.708,5983.495,5817.517,5651.306,5484.548,5316.925,5153.231,4995.708,4842.331,4690.19,4541.481,4388.421,4227.366,4062.989,3903.631,3747.65,3601.355,3468.746,3347.192,3229.181,3115.156,3010.988,2918.505,2835.015,2755.216,2679.233,2606.57,2536.136,2467.357,2400.961,2337.046,2269.803,2196.478,2119.25,2043.464,1968.549,1892.683,1815.653,1738.294,1661.973,1586.811,1513.454,1442.495,1374.085,1307.201,1241.352,1181.483,1129.73,1083.703,1038.809,995.887,952.699,907.639,861.668,817.55,774.969,732.022,688.112,643.97,600.767,558.088,517.619,480.264,445.165,410.831,377.868,344.426,309.529,274.258,240.792,208.847,178.933,151.578,126.641,103.259,81.368,62.848,48.473,37.4,27.787,19.75,13.49,8.845,5.566,3.236,2.369,1.803,1.201,0.562,0.217,0.174,0.129,0.083,0.036,0.03
